,Description,Price,Sq_feet
438,2 BHK Residential Apartment for rent in Vidyanagar colony,10000,985
439,1 BHK Independent Builder Floor for rent in Krishna Nagar,9000,450
440,"3 BHK Residential Apartment for rent in brindavan colony , Nizampet",22500,1620
441,20 BHK Residential Apartment for rent in Kondapur,3,10000
442,20 BHK Residential Apartment for rent in Kondapur,3,10000
443,20 BHK Residential Apartment for rent in Kondapur,3,10000
444,2 Bedroom Independent House for rent in Aneenpur,17000,1350
445,2 BHK Residential Apartment for rent in Pragathi Colony,12000,1300
446,3 BHK Residential Apartment for rent in Kothaguda,30000,2000
447,2 Bedroom Independent House for rent in Kistamma Enclave,10000,1200
448,2 BHK Independent Builder Floor for rent in Nekanampur,10500,1200
449,3 BHK Independent Builder Floor for rent in Kondapur,30000,1500
450,3 BHK Residential Apartment for rent in Gachibowli,32000,1494
451,2 Bedroom Independent House for rent in Vidya nagar,11000,1100
452,3 BHK Residential Apartment for rent in Nizampet,16000,1695
453,1 Bedroom Independent House for rent in JPN Nagar,7200,400
454,2 Bedroom Independent House for rent in JPN Nagar,13200,1000
455,4 BHK Residential Apartment for rent in Gachibowli,90000,5555
456,2 BHK Residential Apartment for rent in Neknampur,14000,1600
457,4 BHK Residential Apartment for rent in Salarjung Colony,27000,1800
458,2 BHK Residential Apartment for rent in Neredmet,9000,970
459,2 Bedroom Independent House for rent in Malkajgiri,9000,1250
460,2 BHK Residential Apartment for rent in Mallampet,11000,1100
461,2 BHK Independent Builder Floor for rent in Nizampet,13000,1185
462,2 BHK Residential Apartment for rent in West Marredpally,12000,900
463,3 BHK Residential Apartment for rent in Manikonda,17000,1700
464,2 BHK Residential Apartment for rent in Moula Ali,8500,900
465,1 Bedroom Independent House for rent in Secretariat Colony,13000,1503
466,1 Bedroom Independent House for rent in OU Colony,6500,700
467,1 Bedroom Independent House for rent in Raidurgam,8500,1530
468,2 Bedroom Independent House for rent in Nagaram,8000,1500
469,1 Bedroom Independent House for rent in YousufGuda,16000,530
470,1 Bedroom Independent House for rent in Kothapet,7500,650
471,3 BHK Residential Apartment for rent in Madhapur,35000,1500
472,2 Bedroom Independent House for rent in Dammaiguda,10000,1600
473,2 Bedroom Independent House for rent in Shamirpet,15000,1800
474,3 BHK Residential Apartment for rent in Gachibowli,33000,1400
475,2 BHK Independent Builder Floor for rent in Old Alwal,9000,2394
476,Residential Apartment for rent in Nallagandla,23500,1070
477,3 Bedroom Independent House for rent in K P H B Phase 9,20000,1700
478,3 BHK Residential Apartment for rent in Financial District,45000,2165
479,2 BHK Independent Builder Floor for rent in Tolichowki,17000,900
480,2 Bedroom Independent House for rent in Moti Nagar,12000,700
481,3 BHK Independent Builder Floor for rent in Uppal,15000,1800
482,1 BHK Independent Builder Floor for rent in Dilsukh Nagar,12000,550
483,1 Bedroom Independent House for rent in Uppal,8500,850
484,4 BHK Residential Apartment for rent in Raidurgam,70000,2595
485,3 BHK Independent Builder Floor for rent in Madhura Nagar,38000,1650
486,2 BHK Independent Builder Floor for rent in Seethaphal Mandi,9000,850
487,Independent House for rent in Kistareddypet,9000,1350
488,3 BHK Independent Builder Floor for rent in Nizampet,20000,1680
489,3 BHK Residential Apartment for rent in Madinaguda,20000,1620
490,1 BHK Independent Builder Floor for rent in Rajarajeshwari Nagar,12000,500
491,1 Bedroom Independent House for rent in Jagatgiri gutta,4000,400
492,2 BHK Residential Apartment for rent in Kukatpally,16000,1150
493,2 BHK Residential Apartment for rent in Kukatpally,16000,1150
494,"2 BHK Independent Builder Floor for rent in Tejaswi Nagar, Attapur, Behind Pearl County",15500,1300
495,2 BHK Residential Apartment for rent in Sun City,9500,1050
496,2 BHK Residential Apartment for rent in Kukatpally,12500,1240
497,1 Bedroom Independent House for rent in Tilak Nagar,4000,450
498,1 BHK Independent Builder Floor for rent in Hafeezpet,6000,800
499,3 BHK Residential Apartment for rent in Hafeezpet,25000,1750
500,3 BHK Residential Apartment for rent in Sai Aishwarya Layout,48000,2075
501,3 BHK Residential Apartment for rent in Kondapur,35000,2300
502,2 Bedroom Independent House for rent in SP Nagar,9000,9000
503,2 BHK Independent Builder Floor for rent in Aminpur,12000,1300
504,3 BHK Residential Apartment for rent in Kondapur,25000,1370
505,1 Bedroom Independent House for rent in Kondapur,10000,450
506,3 BHK Residential Apartment for rent in Madhapur,35000,2000
507,3 BHK Residential Apartment for rent in Gachibowli,20000,1520
508,2 BHK Residential Apartment for rent in Madinaguda,20000,1100
509,Residential property for rent in General Bazar,8000,800
510,"3 BHK Residential Apartment for rent in Madhapur, Hyderabad",42000,1600
511,3 BHK Residential Apartment for rent in Kowkur,11000,1100
512,2 Bedroom Independent House for rent in Meenakshi estate,12500,900
513,1 Bedroom Independent House for rent in Marthanda Nagar,10000,1660
514,2 BHK Residential Apartment for rent in HMT Hills,13000,1200
515,2 BHK Independent Builder Floor for rent in Medchal,7000,990
516,2 BHK Independent Builder Floor for rent in Malakpet,12000,750
517,3 BHK Independent Builder Floor for rent in Kachiguda,25000,2700
518,2 BHK Independent Builder Floor for rent in Vattinagulapally,10500,1000
519,2 BHK Independent Builder Floor for rent in Vattinagulapally,10500,1000
520,1 Bedroom Independent House for rent in Peerzadiguda,6500,600
521,2 BHK Independent Builder Floor for rent in Borabanda,13000,1300
522,"2 Bedroom Independent House for rent in Near Sai kalyana Mandapam, opp. phase 1 water tank",8000,1017
523,3 BHK Independent Builder Floor for rent in Alkapoor,22000,1500
524,2 BHK Residential Apartment for rent in Venkatraya Nagar,7500,670
525,3 BHK Independent Builder Floor for rent in Chandanagar,32000,3000
526,3 BHK Residential Apartment for rent in Moti Nagar,24000,1250
527,3 BHK Independent Builder Floor for rent in Alwal,10000,1260
528,3 BHK Residential Apartment for rent in Gachibowli,32000,1756
529,2 BHK Residential Apartment for rent in Saidabad,13000,1200
530,2 BHK Residential Apartment for rent in Kokapet,27000,1275
531,2 BHK Residential Apartment for rent in KPHB,16000,1250
532,3 BHK Independent Builder Floor for rent in East Marredpally,19000,1200
533,"2 BHK Residential Apartment for rent in Puppalguda, Manikonda",14000,1170
534,3 BHK Residential Apartment for rent in 6th Phase KPHB,23250,1400
535,1 Bedroom Independent House for rent in Singareni Colony,4500,550
536,2 BHK Residential Apartment for rent in Madhava Nagar Colony,12000,1160
537,3 BHK Residential Apartment for rent in Khajaguda,60000,1650
538,2 BHK Residential Apartment for rent in Miyapur,16500,1400
539,3 BHK Independent Builder Floor for rent in Khajaguda,32000,2400
540,3 BHK Residential Apartment for rent in SAMATHANAGAR,20000,1500
541,2 BHK Residential Apartment for rent in Kondapur,22000,1240
542,3 BHK Residential Apartment for rent in Annojiguda,15000,1360
543,3 BHK Residential Apartment for rent in Gachibowli,34000,1870
544,3 BHK Residential Apartment for rent in Qutubullapuar,12000,11840
545,3 BHK Residential Apartment for rent in Qutubullapuar,12000,11840
546,2 BHK Residential Apartment for rent in Nallagandla,20000,1102
547,2 BHK Independent Builder Floor for rent in Nagaram,7800,950
548,4 BHK Independent Builder Floor for rent in Saroor Nagar West,18000,1800
549,2 BHK Residential Apartment for rent in Film Nagar,26000,1460
550,2 BHK Residential Apartment for rent in Appa Junction,25000,1396
551,2 BHK Residential Apartment for rent in Rajendra Nagar,18000,998
552,"3 BHK Residential Apartment for rent in Kakatiya Hills, Ravindra Society, Madhapur",28000,1435
553,2 BHK Residential Apartment for rent in Chandanagar,16000,1050
554,2 BHK Independent Builder Floor for rent in Saidabad,12500,1350
555,2 BHK Residential Apartment for rent in Venkatapuram,8500,1050
556,3 BHK Residential Apartment for rent in Chandanagar,25000,1500
557,1 BHK Residential Apartment for rent in YousufGuda,7000,700
558,4 BHK Independent Builder Floor for rent in Langar Houz,6500,750
559,"2 BHK Independent Builder Floor for rent in Suryanagar Colony, old Alwal",11000,1400
560,3 BHK Residential Apartment for rent in Ferozguda,25000,1250
561,3 BHK Residential Apartment for rent in Anand Nagar-Khairatabad,25000,1200
562,"2 BHK Residential Apartment for rent in Meghamala Apartment Road, Kumar Basti, Srinivasa Nagar",25000,750
563,1 BHK Independent Builder Floor for rent in Medipally,6000,400
564,(1 RK) Studio Apartment for rent in Peeranchuruvu,9500,300
565,2 BHK Independent Builder Floor for rent in Somajiguda,15000,1100
566,1 Bedroom Independent House for rent in Jagatgiri gutta,7000,1200
567,2 BHK Residential Apartment for rent in Thumkunta,8500,1020
568,3 BHK Residential Apartment for rent in Brindavan Colony,28000,1775
569,4 Bedroom Independent House for rent in Nallagandla,30000,2150
570,2 Bedroom Independent House for rent in Gangaram,20000,1400
571,2 Bedroom Independent House for rent in Gangaram,20000,1400
572,2 Bedroom Independent House for rent in Gangaram,20000,1400
573,1 Bedroom Independent House for rent in Malkajgiri,9500,435
574,1 Bedroom Independent House for rent in Malkajgiri,10000,435
575,3 BHK Residential Apartment for rent in Appa Junction,27000,1555
576,2 Bedroom Independent House for rent in Gandhamguda,12000,210
577,1 Bedroom Independent House for rent in Auto Nagar,4500,500
578,2 BHK Independent Builder Floor for rent in Asif Nagar,17000,1000
579,2 Bedroom Independent House for rent in SITARAM NAGAR,15000,950
580,2 BHK Independent Builder Floor for rent in Gachibowli,33000,1300
581,2 BHK Independent Builder Floor for rent in Indira Nagar,10000,1350
582,3 BHK Independent Builder Floor for rent in BHEL,12000,1980
583,2 Bedroom Independent House for rent in 7th Phase KPHB,13000,900
584,1 Bedroom Independent House for rent in Huda Layout,10500,700
585,"2 Bedroom Independent House for rent in Sriram Nagar Colony, Kapra",10000,1450
586,3 BHK Residential Apartment for rent in Tanesha Nagar,20000,1350
587,3 BHK Residential Apartment for rent in Raghavendra Colony,35000,1800
588,3 BHK Residential Apartment for rent in Panchavati Colony,18000,1540
589,2 Bedroom Independent House for rent in Manikonda,17000,1200
590,(1 RK) Studio Apartment for rent in Gaffar Khan Colony,10000,500
591,1 BHK Residential Apartment for rent in Idpl,6500,1200
592,2 BHK Residential Apartment for rent in Khanamet,26000,1100
593,3 BHK Residential Apartment for rent in Alkapur Township,20000,1678
594,"3 BHK Residential Apartment for rent in Gopal Nagar Road, Hafeezpet",18000,1759
595,1 Bedroom Independent House for rent in Jamai Osmania,7000,600
596,"3 BHK Residential Apartment for rent in Anand Nagar Colony, Kondapur",21000,1530
597,"3 BHK Residential Apartment for rent in Anand Nagar Colony, Kondapur",21000,1530
598,"3 BHK Residential Apartment for rent in Anand Nagar Colony, Kondapur",21000,1530
599,2 BHK Independent Builder Floor for rent in Ncl Enclave,23000,1400
600,3 Bedroom Independent House for rent in Krishna Reddy Pet,25000,2700
601,3 BHK Independent Builder Floor for rent in Miyapur,18000,1235
602,"1 Bedroom Independent House for rent in Venkateshwara Nagar Colony, Kukatpally, Hyderabad",9000,1200
603,4 Bedroom Independent House for rent in Peddamberpet,17000,1350
604,3 BHK Residential Apartment for rent in Madinaguda,18000,1145
605,2 Bedroom Independent House for rent in Near Usha Mullapudi Hospital,9500,800
606,2 BHK Residential Apartment for rent in Ramgopalpet,15000,1125
607,2 Bedroom Independent House for rent in Chintalkunta,9000,750
608,2 Bedroom Independent House for rent in Ameenpur,9000,1000
609,2 Bedroom Independent House for rent in Beeramguda,9000,900
610,3 BHK Independent Builder Floor for rent in Kondapur,26000,1630
611,2 Bedroom Independent House for rent in Nizampet,14000,1201
612,2 Bedroom Independent House for rent in Lakshmi sai medows,9000,850
613,2 BHK Residential Apartment for rent in Kondapur,28000,1130
614,3 BHK Residential Apartment for rent in Gachibowli,28000,1700
615,3 BHK Residential Apartment for rent in Whitefield,30000,1445
616,2 BHK Residential Apartment for rent in Puppalaguda,6000,1158
617,3 BHK Residential Apartment for rent in Muppas Panchavati Colony,21000,2055
618,2 Bedroom Independent House for rent in Puppalaguda,12000,1260
619,1 BHK Independent Builder Floor for rent in Kondapur,15000,792
620,2 BHK Independent Builder Floor for rent in Vijaypuri Colony,12000,1350
621,2 Bedroom Independent House for rent in Attapur,14000,2826
622,2 BHK Residential Apartment for rent in Ambedkar Colony,12000,1000
623,2 BHK Residential Apartment for rent in Ambedkar Colony,12000,1000
624,2 BHK Independent Builder Floor for rent in Dwaraka Nagar,7700,1000
625,2 Bedroom Independent House for rent in Uppal,7000,950
626,3 BHK Residential Apartment for rent in Narsingi,22000,1345
627,2 Bedroom Independent House for rent in Nagaram,6500,1100
628,1 BHK Independent Builder Floor for rent in Old Alwal,6300,650
629,2 Bedroom Independent House for rent in Vittalwadi,9500,600
630,2 BHK Residential Apartment for rent in HUDA,16000,1105
631,4 Bedroom Independent House for rent in Guru Brama Nagar,72000,1701
632,1 Bedroom Independent House for rent in Ramchandrapuram,7000,700
633,2 BHK Residential Apartment for rent in Nacharam,9000,1500
634,2 BHK Residential Apartment for rent in HMT Swarnapuri Colony,14500,1200
635,2 BHK Residential Apartment for rent in Bachupally,10000,1200
636,3 BHK Residential Apartment for rent in Masab Tank,15000,1300
637,3 BHK Residential Apartment for rent in Kukatpally,25000,1265
638,2 BHK Residential Apartment for rent in Maruthi Nagar,6500,100
639,2 BHK Residential Apartment for rent in Gachibowli,23000,1275
640,"2 BHK Residential Apartment for rent in Jayanagar, Kukatpally",15000,975
641,1 Bedroom Independent House for rent in Hayathnagar,8000,900
642,2 BHK Independent Builder Floor for rent in Hi-Tech City,18000,1200
643,2 BHK Independent Builder Floor for rent in Malkajgiri,9000,900
644,3 BHK Residential Apartment for rent in Neknampur,26000,1700
645,3 BHK Residential Apartment for rent in Neknampur,25000,1700
646,1 BHK Independent Builder Floor for rent in Erragadda,7500,400
647,1 BHK Independent Builder Floor for rent in Lanco Hills,8500,250
648,1 Bedroom Independent House for rent in Walker Town,8000,600
649,1 Bedroom Independent House for rent in Walker Town,8000,600
650,2 BHK Residential Apartment for rent in Banjara hills,16000,1400
651,1 BHK Independent Builder Floor for rent in Masjid Banda,12500,1100
652,2 BHK Residential Apartment for rent in Vasanth Nagar Colony,10500,1150
653,2 BHK Independent Builder Floor for rent in Beeramguda,10000,1000
654,2 Bedroom Independent House for rent in Kistareddypet,10000,1170
655,3 BHK Residential Apartment for rent in East Marredpally,25000,1400
656,2 BHK Independent Builder Floor for rent in Dilsukh Nagar,15000,1500
657,1 Bedroom Independent House for rent in Bowenpally,8000,1800
658,2 BHK Independent Builder Floor for rent in Erragadda,12500,1300
659,2 BHK Independent Builder Floor for rent in Nacharam,22000,1350
660,1 Bedroom Independent House for rent in Peerzadiguda,6600,600
661,3 BHK Residential Apartment for rent in Hafeezpet,26000,1650
662,3 BHK Residential Apartment for rent in Kokapet,30000,1610
663,2 BHK Residential Apartment for rent in Kukatpally,18000,1125
664,(1 RK) Studio Apartment for rent in Suchitra,9000,900
665,2 BHK Residential Apartment for rent in Nizampet,9000,1080
666,3 BHK Residential Apartment for rent in Pragathi Nagar,17000,1405
667,"2 BHK Residential Apartment for rent in Indira nagar colony, kothapet",14000,1333
668,3 BHK Residential Apartment for rent in MAILARDEVPALLY,16000,1300
